tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt3480822	movie	Black Widow	Black Widow	0	2021	\N	134	Action,Adventure,Sci-Fi	6.6	461855
tt3483612	movie	Hamari Adhuri Kahani	Hamari Adhuri Kahani	0	2015	\N	129	Drama,Romance	6.8	7420
tt3488462	movie	Head Full of Honey	Honig im Kopf	0	2014	\N	139	Comedy,Drama,Family	6.6	7452
tt3488710	movie	The Walk	The Walk	0	2015	\N	123	Adventure,Biography,Drama	7.3	139649
tt34896026	movie	Legally Veer	Legally Veer	0	2024	\N	142	Drama,Thriller	6.6	5209
tt34915705	movie	Tourist Family	Tourist Family	0	2025	\N	150	Comedy,Drama	8.2	11126
tt34936199	movie	Daagi	Daagi	0	2025	\N	142	Action,Romance	6.0	10912
tt3495000	movie	Mardaani	Mardaani	0	2014	\N	113	Action,Crime,Drama	7.3	13968
tt3495026	movie	Fan	Fan	0	2016	\N	142	Action,Drama,Thriller	6.8	51802
tt3495030	movie	My Big Fat Bride	Dum Laga Ke Haisha	0	2015	\N	109	Comedy,Drama,Romance	7.5	21930
tt34956443	movie	Ne Zha II	Nezha: Mo tong nao hai	0	2025	\N	143	Action,Adventure,Animation	8.1	15195
tt3498820	movie	Captain America: Civil War	Captain America: Civil War	0	2016	\N	147	Action,Sci-Fi	7.8	900944
tt3499048	movie	Gueros	Güeros	0	2014	\N	106	Comedy,Drama	7.5	5635
tt3499096	movie	Race	Race	0	2016	\N	134	Biography,Drama,Sport	7.1	43168
tt3501416	movie	Assassination	Amsal	0	2015	\N	140	Action,Drama,Thriller	7.2	8534
tt3501632	movie	Thor: Ragnarok	Thor: Ragnarok	0	2017	\N	130	Action,Adventure,Comedy	7.9	868060
tt3503406	movie	The Whole Truth	The Whole Truth	0	2016	\N	93	Crime,Drama,Mystery	6.2	35893
tt3504048	movie	Housebound	Housebound	0	2014	\N	107	Comedy,Horror,Mystery	6.7	39155
tt3508840	movie	The Assassin	Cike nie yin niang	0	2015	\N	105	Action,Drama,History	6.3	18672
tt3510372	movie	Excuse My French	Excuse My French	0	2014	\N	99	Comedy,Drama	7.5	5262
tt3513498	movie	The Lego Movie 2: The Second Part	The Lego Movie 2: The Second Part	0	2019	\N	107	Adventure,Animation,Comedy	6.5	82280
tt3513500	movie	Chip 'n Dale: Rescue Rangers	Chip 'n Dale: Rescue Rangers	0	2022	\N	97	Action,Adventure,Animation	6.9	49696
tt3513548	movie	Richard Jewell	Richard Jewell	0	2019	\N	131	Biography,Crime,Drama	7.5	104006
tt3517192	movie	Ohm Shanthi Oshaana	Ohm Shanthi Oshaana	0	2014	\N	136	Comedy,Romance	7.7	6754
tt3517870	movie	Mine 9	Mine 9	0	2019	\N	83	Drama,Thriller	6.0	12275
tt3518012	movie	Best of Enemies: Buckley vs. Vidal	Best of Enemies	0	2015	\N	87	Biography,Documentary,History	7.6	6629
tt3521126	movie	The Disaster Artist	The Disaster Artist	0	2017	\N	104	Biography,Comedy,Drama	7.3	169327
tt3521134	movie	The Look of Silence	The Look of Silence	0	2014	\N	103	Biography,Documentary,History	8.2	14596
tt3521164	movie	Moana	Moana	0	2016	\N	107	Adventure,Animation,Comedy	7.6	423550
tt3525168	movie	Dead in a Week Or Your Money Back	Dead in a Week (Or Your Money Back)	0	2018	\N	90	Comedy,Drama	6.3	7223
tt3526706	movie	Chevalier	Chevalier	0	2015	\N	105	Comedy,Drama	6.2	5191
tt3526810	movie	Adolf Hitler: The Greatest Story Never Told	Adolf Hitler: The Greatest Story Never Told	0	2013	\N	350	Biography,Documentary,History	7.2	6816
tt3530002	movie	The Night Before	The Night Before	0	2015	\N	101	Comedy,Fantasy	6.4	87366
tt3530978	movie	Correspondence	La corrispondenza	0	2016	\N	122	Drama,Romance	6.1	5090
tt3531824	movie	Nerve	Nerve	0	2016	\N	96	Adventure,Crime,Drama	6.5	145084
tt3531852	movie	Bhoothnath Returns	Bhoothnath Returns	0	2014	\N	155	Comedy,Drama,Fantasy	6.5	6889
tt3532216	movie	American Made	American Made	0	2017	\N	115	Action,Comedy,Crime	7.1	224624
tt3541262	movie	The Admiral: Roaring Currents	Myeong-ryang	0	2014	\N	128	Action,History,War	7.1	13801
tt3542188	movie	April 9th	9. april	0	2015	\N	93	Drama,History,War	6.6	6896
tt3544082	movie	45 Years	45 Years	0	2015	\N	95	Drama,Romance	7.1	36153
tt3544112	movie	Sing Street	Sing Street	0	2016	\N	106	Comedy,Drama,Music	7.9	105585
tt3547740	movie	The Bélier Family	La famille Bélier	0	2014	\N	106	Comedy,Drama,Music	7.3	30853
tt3553442	movie	Whiskey Tango Foxtrot	Whiskey Tango Foxtrot	0	2016	\N	112	Biography,Comedy,Drama	6.6	58437
tt3553976	movie	Captain Fantastic	Captain Fantastic	0	2016	\N	118	Comedy,Drama	7.8	245802
tt3554418	movie	Khoobsurat	Khoobsurat	0	2014	\N	130	Comedy,Romance	6.4	9475
tt3560686	movie	The Fool	Durak	0	2014	\N	116	Crime,Drama,Thriller	8.0	17721
tt3562110	movie	Kesari Chapter 2: The Untold Story of Jallianwala Bagh	Kesari Chapter 2: The Untold Story of Jallianwala Bagh	0	2025	\N	133	Drama,History	8.0	13539
tt35628853	movie	Titan: The OceanGate Disaster	Titan: The OceanGate Disaster	0	2025	\N	111	Documentary	6.7	8845
tt3564472	movie	Girls Trip	Girls Trip	0	2017	\N	122	Adventure,Comedy,Drama	6.2	42082
tt3567288	movie	The Visit	The Visit	0	2015	\N	94	Horror,Mystery,Thriller	6.3	166939
tt3569230	movie	Legend	Legend	0	2015	\N	132	Biography,Crime,Drama	6.9	217283
tt3569782	movie	Jigarthanda	Jigarthanda	0	2014	\N	171	Comedy,Crime,Drama	8.2	14413
tt35705898	movie	Jai Mata ji - lets Rock	Jai Mata ji - lets Rock	0	2025	\N	118	Drama	7.3	8738
tt3576728	movie	Bilal: A New Breed of Hero	Bilal: A New Breed of Hero	0	2015	\N	105	Action,Adventure,Animation	7.6	19517
tt3577624	movie	A Perfect Day	A Perfect Day	0	2015	\N	106	Comedy,Drama,War	6.8	24231
tt3581652	movie	West Side Story	West Side Story	0	2021	\N	156	Crime,Drama,Musical	7.1	103369
tt3606752	movie	Cars 3	Cars 3	0	2017	\N	102	Adventure,Animation,Comedy	6.7	141042
tt3606756	movie	Incredibles 2	Incredibles 2	0	2018	\N	118	Action,Adventure,Animation	7.5	357149
tt3606888	movie	A Street Cat Named Bob	A Street Cat Named Bob	0	2016	\N	103	Biography,Drama,Family	7.3	35997
tt3608930	movie	In a Valley of Violence	In a Valley of Violence	0	2016	\N	104	Action,Drama,Western	6.1	21989
tt3612616	movie	Mommy	Mommy	0	2014	\N	139	Drama	8.0	64452
tt3614516	movie	Ankhon Dekhi	Ankhon Dekhi	0	2013	\N	107	Comedy,Drama	7.9	13372
tt3616916	movie	The Wave	Bølgen	0	2015	\N	105	Action,Drama,Thriller	6.6	45293
tt3622120	movie	Kilo Two Bravo	Kajaki	0	2014	\N	108	Biography,Drama,Thriller	7.1	15213
tt3622592	movie	Paper Towns	Paper Towns	0	2015	\N	109	Adventure,Comedy,Drama	6.2	110554
tt3623726	movie	Ricki and the Flash	Ricki and the Flash	0	2015	\N	101	Comedy,Drama,Music	6.0	25581
tt3626476	movie	Vacation Friends	Vacation Friends	0	2021	\N	103	Adventure,Comedy	6.3	32741
tt3631112	movie	The Girl on the Train	The Girl on the Train	0	2016	\N	112	Crime,Drama,Mystery	6.5	207162
tt3638012	movie	Appleseed Alpha	Appleseed Alpha	0	2014	\N	93	Action,Adventure,Animation	6.5	9473
tt3638396	movie	Closet Monster	Closet Monster	0	2015	\N	90	Drama,Fantasy,Mystery	7.0	9563
tt3640424	movie	Allied	Allied	0	2016	\N	124	Action,Drama,Romance	7.1	176937
tt3640682	movie	I Smile Back	I Smile Back	0	2015	\N	85	Drama,Mystery,Romance	6.2	5947
tt3645988	movie	Cut Off	Abgeschnitten	0	2018	\N	132	Action,Crime,Horror	6.5	8356
tt36463894	movie	Predator: Killer of Killers	Predator: Killer of Killers	0	2025	\N	85	Action,Adventure,Animation	7.5	43372
tt3646462	movie	Let's Sin	Itirazim Var	0	2014	\N	110	Action,Crime,Drama	7.7	14228
tt3647498	movie	Blood Father	Blood Father	0	2016	\N	88	Action,Crime,Drama	6.4	69939
tt3652526	movie	Fire at Sea	Fuocoammare	0	2016	\N	114	Documentary	6.7	6198
tt3652862	movie	Morris from America	Morris from America	0	2016	\N	91	Comedy,Drama,Romance	6.3	5750
tt3654796	movie	Creep 2	Creep 2	0	2017	\N	78	Horror,Thriller	6.4	37430
tt3655374	movie	Dairy Philosopher	Mandira Filozofu	0	2014	\N	109	Comedy	6.6	5359
tt3655414	movie	To Steal from a Thief	Cien años de perdón	0	2016	\N	96	Adventure,Crime,Drama	6.2	7638
tt3655522	movie	Girlhood	Bande de filles	0	2014	\N	113	Drama	6.9	10413
tt36592065	movie	A Deadly American Marriage	A Deadly American Marriage	0	2025	\N	102	Crime,Documentary	6.6	5667
tt3659388	movie	The Martian	The Martian	0	2015	\N	144	Adventure,Drama,Sci-Fi	8.0	978378
tt3661210	movie	The Dig	The Dig	0	2021	\N	112	Biography,Drama,History	7.1	87052
tt3661298	movie	Septembers of Shiraz	Septembers of Shiraz	0	2015	\N	110	Drama,History,Thriller	6.2	6113
tt3661394	movie	The One and Only Ivan	The One and Only Ivan	0	2020	\N	95	Adventure,Comedy,Drama	6.6	13951
tt3666024	movie	The Red Turtle	La Tortue rouge	0	2016	\N	80	Animation,Drama,Family	7.5	40859
tt3668162	movie	Bangalore Days	Bangalore Days	0	2014	\N	171	Comedy,Drama,Romance	8.3	25914
tt3671542	movie	Holding the Man	Holding the Man	0	2015	\N	127	Biography,Drama,History	7.4	13904
tt3672742	movie	Turbo Kid	Turbo Kid	0	2015	\N	93	Action,Adventure,Comedy	6.7	30701
tt3674140	movie	The Salt of the Earth	The Salt of the Earth	0	2014	\N	110	Biography,Documentary,History	8.4	24789
tt3678782	movie	Badlapur	Badlapur	0	2015	\N	134	Action,Crime,Drama	7.4	27343
tt3678938	movie	Humpty Sharma Ki Dulhania	Humpty Sharma Ki Dulhania	0	2014	\N	133	Comedy,Drama,Romance	6.0	14885
tt36793656	movie	Bakasura Restaurant	Bakasura Restaurant	0	2025	\N	158	Comedy	8.9	5007
tt3682448	movie	Bridge of Spies	Bridge of Spies	0	2015	\N	142	Drama,History,Thriller	7.6	338949
tt3686998	movie	The Red Pill	The Red Pill	0	2016	\N	108	Documentary	8.0	12372
tt3687186	movie	Heaven Knows What	Heaven Knows What	0	2014	\N	97	Crime,Drama	6.8	9940
tt3691740	movie	The BFG	The BFG	0	2016	\N	117	Adventure,Family,Fantasy	6.3	97392
tt36934451	movie	MST - Terra Prometida	MST - Terra Prometida	0	2025	\N	92	Documentary	8.8	5860
tt3696180	movie	The Forgiven	The Forgiven	0	2021	\N	117	Drama	6.1	11045
tt3697566	movie	No Tears for the Dead	Uneun namja	0	2014	\N	116	Action,Crime,Drama	6.7	7661
tt3697626	movie	A Hard Day	Kkeutkkaji ganda	0	2014	\N	111	Action,Crime,Thriller	7.2	17864
tt3698408	movie	Coming Soon	Pek Yakinda	0	2014	\N	134	Comedy,Drama,Romance	7.3	36771
tt3700392	movie	Heidi	Heidi	0	2015	\N	111	Drama,Family	7.4	7882
tt3700804	movie	Already Tomorrow in Hong Kong	Already Tomorrow in Hong Kong	0	2015	\N	78	Comedy,Romance	6.4	6523
tt3703908	movie	Standoff	Standoff	0	2016	\N	80	Action,Crime,Drama	6.1	9493
tt3704050	movie	Remember	Remember	0	2015	\N	94	Drama,Mystery,Thriller	7.5	29219
tt3704428	movie	Elvis	Elvis	0	2022	\N	159	Biography,Drama,Music	7.3	253392
tt3704700	movie	Brain on Fire	Brain on Fire	0	2016	\N	88	Biography,Drama	6.6	25688
tt3705412	movie	Deathgasm	Deathgasm	0	2015	\N	86	Action,Comedy,Horror	6.3	20334
tt3706352	movie	All the Old Knives	All the Old Knives	0	2022	\N	101	Mystery,Thriller	6.1	31014
tt3707114	movie	Janis: Little Girl Blue	Janis: Little Girl Blue	0	2015	\N	103	Biography,Documentary,Music	7.4	5771
tt3709344	movie	CityLights	City Lights	0	2014	\N	126	Drama,Thriller	7.3	5718
tt3714720	movie	The Hollars	The Hollars	0	2016	\N	88	Comedy,Drama,Romance	6.6	15304
tt3715320	movie	Irrational Man	Irrational Man	0	2015	\N	95	Comedy,Crime,Drama	6.6	69477
tt3715406	movie	Atari: Game Over	Atari: Game Over	0	2014	\N	66	Documentary	6.7	6206
tt3716530	movie	Elle	Elle	0	2016	\N	130	Action,Crime,Drama	7.1	73470
tt3717068	movie	Court	Court	0	2014	\N	116	Drama	7.6	5617
tt3717532	movie	The Last: Naruto the Movie	The Last: Naruto the Movie	0	2014	\N	112	Action,Adventure,Animation	7.6	19536
tt3719896	movie	My All-American	My All-American	0	2015	\N	118	Biography,Drama,Sport	7.2	8868
tt3720788	movie	The Disappearance of Eleanor Rigby: Her	The Disappearance of Eleanor Rigby: Her	0	2013	\N	100	Drama,Romance	6.8	9993
tt3721936	movie	American Honey	American Honey	0	2016	\N	163	Adventure,Drama,Romance	7.0	48824
tt3721954	movie	Maudie	Maudie	0	2016	\N	115	Biography,Drama,Romance	7.6	24716
tt3721964	movie	Gringo	Gringo	0	2018	\N	111	Action,Comedy,Crime	6.1	33221
tt3722070	movie	The Lady in the Van	The Lady in the Van	0	2015	\N	104	Biography,Comedy,Drama	6.7	33742
tt3726704	movie	Experimenter	Experimenter: The Stanley Milgram Story	0	2015	\N	98	Biography,Drama,History	6.6	20600
tt3729920	movie	The Disappearance of Eleanor Rigby: Them	The Disappearance of Eleanor Rigby: Them	0	2014	\N	123	Drama,Romance	6.3	13452
tt3731562	movie	Kong: Skull Island	Kong: Skull Island	0	2017	\N	118	Action,Adventure,Fantasy	6.7	366408
tt3735246	movie	Bajirao Mastani	Bajirao Mastani	0	2015	\N	158	Action,Drama,History	7.3	40686
tt3740778	movie	Mountains May Depart	Shan he gu ren	0	2015	\N	126	Drama,Romance	6.9	6792
tt3741632	movie	The Leisure Seeker	The Leisure Seeker	0	2017	\N	112	Adventure,Comedy,Drama	6.7	10350
tt3741700	movie	Godzilla: King of the Monsters	Godzilla: King of the Monsters	0	2019	\N	132	Action,Adventure,Fantasy	6.0	222496
tt3741834	movie	Lion	Lion	0	2016	\N	118	Biography,Drama	8.0	261711
tt3742284	movie	NH 10	NH10	0	2015	\N	115	Action,Crime,Drama	7.2	14623
tt3742378	movie	The Second Mother	Que Horas Ela Volta?	0	2015	\N	112	Comedy,Drama	7.8	18608
tt3745620	movie	Bogowie	Bogowie	0	2014	\N	120	Biography,Drama	7.6	8099
tt3746250	movie	Sherpa	Sherpa	0	2015	\N	96	Documentary	7.6	5592
tt3748172	movie	Gerald's Game	Gerald's Game	0	2017	\N	103	Drama,Horror,Thriller	6.5	137944
tt3748512	movie	Hitchcock/Truffaut	Hitchcock/Truffaut	0	2015	\N	79	Documentary	7.3	7445
tt3748528	movie	Rogue One: A Star Wars Story	Rogue One	0	2016	\N	133	Action,Adventure,Sci-Fi	7.8	735355
tt3750872	movie	The Wife	The Wife	0	2017	\N	99	Drama	7.2	44507
tt3754940	movie	Truman	Truman	0	2015	\N	108	Comedy,Drama	7.3	14425
tt3754976	movie	Elephant Song	Elephant Song	0	2014	\N	110	Drama	6.5	5255
tt3756788	movie	Our Little Sister	Umimachi Diary	0	2015	\N	127	Drama,Family	7.6	18245
tt3758172	movie	Jungle	Jungle	0	2017	\N	115	Adventure,Biography,Drama	6.7	68403
tt3758542	movie	Ferrari	Ferrari	0	2023	\N	130	Biography,Drama,History	6.4	64214
tt3759298	movie	Ashes in the Snow	Ashes in the Snow	0	2018	\N	98	Drama,History,Romance	6.6	7265
tt3759416	movie	Asterix and Obelix: Mansion of the Gods	Astérix : Le domaine des dieux	0	2014	\N	85	Adventure,Animation,Comedy	6.9	16520
tt3760922	movie	My Big Fat Greek Wedding 2	My Big Fat Greek Wedding 2	0	2016	\N	94	Comedy,Romance	6.0	37163
tt3762912	movie	Betting on Zero	Betting on Zero	0	2016	\N	99	Documentary	7.1	5800
tt3765326	movie	Warsaw 44	Miasto 44	0	2014	\N	130	Drama,History,Romance	6.6	7096
tt3766354	movie	The Equalizer 2	The Equalizer 2	0	2018	\N	121	Action,Crime,Mystery	6.7	220036
tt3766394	movie	Hello, My Name Is Doris	Hello, My Name Is Doris	0	2015	\N	90	Comedy,Drama,Romance	6.6	22859
tt3767372	movie	Piku	Piku	0	2015	\N	123	Comedy,Drama	7.6	35951
tt3771536	movie	Shivaay	Shivaay	0	2016	\N	153	Action,Crime,Drama	6.1	11904
tt3774114	movie	Snowden	Snowden	0	2016	\N	134	Biography,Crime,Drama	7.3	169610
tt3774466	movie	Ashby	Ashby	0	2015	\N	100	Comedy,Crime,Drama	6.4	16438
tt3774694	movie	Love	Love	0	2015	\N	135	Drama,Romance	6.1	72081
tt3775086	movie	They Call Me Jeeg Robot	Lo chiamavano Jeeg Robot	0	2015	\N	112	Action,Comedy,Drama	7.0	17100
tt3775202	movie	I Am a Hero	Ai amu a hîrô	0	2015	\N	126	Action,Comedy,Horror	6.7	8377
tt3776826	movie	Operation Avalanche	Operation Avalanche	0	2016	\N	94	Comedy,Drama,Mystery	6.1	8354
tt3778644	movie	Solo: A Star Wars Story	Solo: A Star Wars Story	0	2018	\N	135	Action,Adventure,Sci-Fi	6.9	399696
tt3780500	movie	Journey's End	Journey's End	0	2017	\N	107	Drama,War	6.7	11998
tt3781476	movie	Monster Hunt	Zhuo yao ji	0	2015	\N	117	Action,Adventure,Comedy	6.1	5950
tt3783958	movie	La La Land	La La Land	0	2016	\N	128	Comedy,Drama,Music	8.0	731056
tt3784160	movie	Valley Uprising	Valley Uprising	0	2014	\N	103	Documentary	8.1	6525
tt3787590	movie	We Are Your Friends	We Are Your Friends	0	2015	\N	96	Drama,Music,Romance	6.2	41949
tt3792960	movie	The Brand New Testament	Le tout nouveau testament	0	2015	\N	114	Comedy,Drama,Fantasy	7.1	36484
tt3793788	movie	The Escort	The Escort	0	2015	\N	88	Comedy,Drama,Romance	6.0	14737
tt3794028	movie	From the Land of the Moon	Mal de pierres	0	2016	\N	120	Drama,Romance	6.6	7014
tt3794354	movie	Sonic the Hedgehog	Sonic the Hedgehog	0	2020	\N	99	Action,Adventure,Comedy	6.5	185207
tt3797512	movie	Barb and Star Go to Vista Del Mar	Barb & Star Go to Vista Del Mar	0	2021	\N	107	Comedy,Fantasy	6.3	21582
tt3797868	movie	The Choice	The Choice	0	2016	\N	111	Drama,Romance	6.5	48575
tt3799694	movie	The Nice Guys	The Nice Guys	0	2016	\N	116	Action,Comedy,Crime	7.4	400470
tt3801314	movie	Kaththi	Kaththi	0	2014	\N	166	Action,Drama	8.1	32178
tt3802576	movie	Brothers	Brothers	0	2015	\N	156	Action,Drama,Sport	6.4	14694
tt3808342	movie	Son of Saul	Saul fia	0	2015	\N	107	Drama,War	7.4	53634
tt3810760	movie	Minimalism: A Documentary About the Important Things	Minimalism: A Documentary About the Important Things	0	2015	\N	78	Documentary	6.6	16936
tt3810932	movie	Drushyam	Drushyam	0	2014	\N	150	Crime,Drama,Mystery	8.2	5509
tt3811906	movie	Malignant	Malignant	0	2021	\N	111	Crime,Horror,Mystery	6.2	118179
tt3812366	movie	Ode to My Father	Gukjesijang	0	2014	\N	126	Drama,War	7.8	6640
tt3813310	movie	Cop Car	Cop Car	0	2015	\N	88	Crime,Thriller	6.3	36271
tt3819668	movie	Dragon Ball Z: Resurrection 'F'	Doragon Bôru Zetto Fukkatsu no 'Efu'	0	2015	\N	94	Action,Adventure,Animation	7.1	25162
tt3822388	movie	Madras	Madras	0	2014	\N	156	Action,Drama	7.9	5203
tt3822396	movie	Velaiyilla Pattathari	Velaiilla Pattadhari	0	2014	\N	133	Action,Comedy,Drama	7.9	9176
tt3824458	movie	Tangerine	Tangerine	0	2015	\N	88	Comedy,Crime,Drama	7.1	41389
tt3824648	movie	Big Time Adolescence	Big Time Adolescence	0	2019	\N	91	Comedy,Drama	6.9	17118
tt3825638	movie	Labyrinth of Lies	Im Labyrinth des Schweigens	0	2014	\N	124	Drama,History	7.3	14416
tt3829920	movie	Only the Brave	Only the Brave	0	2017	\N	134	Action,Biography,Drama	7.6	86472
tt3830162	movie	A War	Krigen	0	2015	\N	115	Crime,Drama,Thriller	7.0	11495
tt3832914	movie	War Room	War Room	0	2015	\N	120	Drama	6.5	17191
tt3833480	movie	The Outpost	The Outpost	0	2019	\N	123	Action,Drama,History	6.8	46124
tt3836958	movie	Shamitabh	Shamitabh	0	2015	\N	155	Drama	6.7	8128
tt3839880	movie	Infinity Chamber	Infinity Chamber	0	2016	\N	103	Sci-Fi,Thriller	6.2	12427
tt3841424	movie	Land of Mine	Under sandet	0	2015	\N	100	Drama,History,War	7.8	48216
tt3844362	movie	The Overnight	The Overnight	0	2015	\N	79	Comedy,Mystery	6.1	17916
tt3845670	movie	Seoul Station	Seoul yeok	0	2016	\N	92	Action,Animation,Horror	6.1	8424
tt3846674	movie	To All the Boys I've Loved Before	To All the Boys I've Loved Before	0	2018	\N	99	Comedy,Drama,Romance	7.0	134915
tt3848892	movie	Baby	Baby	0	2015	\N	159	Action,Thriller	7.9	62294
tt3850214	movie	Dope	Dope	0	2015	\N	103	Adventure,Comedy,Crime	7.2	91010
tt3850590	movie	Krampus	Krampus	0	2015	\N	98	Comedy,Fantasy,Horror	6.2	91015
tt3858372	movie	Mune: Guardian of the Moon	Mune: Le Gardien de la Lune	0	2014	\N	85	Adventure,Animation,Comedy	7.1	8611
tt3859076	movie	Truth	Truth	0	2015	\N	125	Biography,Drama,History	6.8	22114
tt3859272	movie	Tragedy Girls	Tragedy Girls	0	2017	\N	98	Comedy,Crime,Horror	6.0	13029
tt3859304	movie	The Bronze	The Bronze	0	2015	\N	100	Comedy,Drama,Sport	6.1	14148
tt3860916	movie	Cargo	Cargo	0	2017	\N	105	Drama,Horror,Sci-Fi	6.3	51034
tt3861390	movie	Dumbo	Dumbo	0	2019	\N	112	Adventure,Family,Fantasy	6.2	86588
tt3863552	movie	Bajrangi Bhaijaan	Bajrangi Bhaijaan	0	2015	\N	163	Action,Adventure,Comedy	8.1	106573
tt3864056	movie	The Goldfinch	The Goldfinch	0	2019	\N	149	Crime,Drama,Mystery	6.4	28856
tt3874544	movie	The Boss Baby	The Boss Baby	0	2017	\N	97	Adventure,Animation,Comedy	6.3	152408
tt3877674	movie	Men & Chicken	Mænd & høns	0	2015	\N	104	Comedy,Drama,Mystery	6.7	15289
tt3881680	movie	Waffle Street	Waffle Street	0	2015	\N	86	Comedy,Drama	6.2	5603
tt3881784	movie	Stronger	Stronger	0	2017	\N	119	Biography,Drama	6.9	52273
tt3882082	movie	The Boy	The Boy	0	2016	\N	97	Horror,Mystery,Thriller	6.0	106373
tt3885714	movie	Karthikeya	Karthikeya	0	2014	\N	113	Mystery,Thriller	7.2	6783
tt3890160	movie	Baby Driver	Baby Driver	0	2017	\N	113	Action,Crime,Drama	7.5	661159
tt3892172	movie	Leave No Trace	Leave No Trace	0	2018	\N	109	Adventure,Drama	7.1	68957
tt3892434	movie	That Sugar Film	That Sugar Film	0	2014	\N	90	Documentary	7.4	11247
tt3896198	movie	Guardians of the Galaxy Vol. 2	Guardians of the Galaxy Vol. 2	0	2017	\N	136	Action,Adventure,Comedy	7.6	806012
tt3896738	movie	Hounds of Love	Hounds of Love	0	2016	\N	108	Crime,Drama,Thriller	6.5	14191
tt3899516	movie	Those People	Those People	0	2015	\N	89	Drama,Romance	6.5	6878
tt3901826	movie	The Breadwinner	The Breadwinner	0	2017	\N	94	Animation,Drama,War	7.7	29941
tt3906082	movie	Mary Shelley	Mary Shelley	0	2017	\N	120	Biography,Drama,History	6.4	18878
tt3907584	movie	All the Bright Places	All the Bright Places	0	2020	\N	107	Drama,Romance	6.6	42537
tt3908142	movie	The Love Witch	The Love Witch	0	2016	\N	120	Comedy,Horror,Romance	6.2	22695
tt3909336	movie	Worlds Apart	Enas allos kosmos	0	2015	\N	113	Drama,Romance	7.4	9472
tt3915174	movie	Puss in Boots: The Last Wish	Puss in Boots: The Last Wish	0	2022	\N	102	Action,Adventure,Animation	7.8	211186
tt3917210	movie	Life, Animated	Life, Animated	0	2016	\N	92	Comedy,Documentary,Drama	7.4	6298
tt3920820	movie	Brian Banks	Brian Banks	0	2018	\N	99	Biography,Drama,Sport	7.2	10607
tt3921314	movie	Muhammad: The Messenger of God	Mohammad Rasoolollah	0	2015	\N	162	Biography,Drama,History	7.2	12698
tt3922798	movie	The Siege of Jadotville	The Siege of Jadotville	0	2016	\N	108	Action,Drama,Thriller	7.2	46850
tt3922816	movie	The Daughter	The Daughter	0	2015	\N	96	Drama	6.6	5642
tt3922818	movie	The Space Between Us	The Space Between Us	0	2017	\N	120	Drama,Romance,Sci-Fi	6.4	57961
tt3954660	movie	Suntan	Suntan	0	2016	\N	104	Drama	6.6	8655
tt3960412	movie	Popstar: Never Stop Never Stopping	Popstar: Never Stop Never Stopping	0	2016	\N	87	Comedy,Drama,Music	6.7	72535
tt3966404	movie	Mustang	Mustang	0	2015	\N	97	Drama	7.6	42248
tt3967856	movie	Okja	Okja	0	2017	\N	120	Action,Adventure,Drama	7.3	138977
tt3970482	movie	Roger Waters: The Wall	Roger Waters: The Wall	0	2014	\N	132	Documentary,Music	8.5	5496
tt3970854	movie	The Perfect Dictatorship	La dictadura perfecta	0	2014	\N	143	Comedy,Drama	7.2	6505
tt3973410	movie	The Crow's Egg	Kaakkaa Muttai	0	2014	\N	109	Comedy,Drama	8.3	8628
tt3978720	movie	4th Man Out	Fourth Man Out	0	2015	\N	86	Comedy,Drama	6.7	11241
tt3986820	movie	The Endless	The Endless	0	2017	\N	111	Horror,Mystery,Sci-Fi	6.5	54392
tt3991412	movie	The 9th Life of Louis Drax	The 9th Life of Louis Drax	0	2016	\N	108	Drama,Mystery,Thriller	6.3	15597
tt3993894	movie	Queen of Earth	Queen of Earth	0	2015	\N	90	Drama,Mystery,Thriller	6.2	7273
tt4003070	movie	Diamond Dust	Turab el-Mas	0	2018	\N	162	Crime,Drama,Mystery	7.9	6324
tt4003440	movie	The House That Jack Built	The House That Jack Built	0	2018	\N	152	Crime,Drama,Horror	6.8	101631
tt4005402	movie	Colonia	Colonia	0	2015	\N	110	Biography,Drama,History	7.0	58918
tt4006302	movie	Level 16	Level 16	0	2018	\N	102	Drama,Mystery,Thriller	6.1	18378
tt4015500	movie	The Tale	The Tale	0	2018	\N	114	Biography,Drama,Mystery	7.2	20915
tt4016312	movie	The Book of Vision	The Book of Vision	0	2020	\N	99	Drama,Mystery	7.3	18040
tt4016934	movie	The Handmaiden	Ah-ga-ssi	0	2016	\N	145	Drama,Romance,Thriller	8.1	192511
tt4025514	movie	Suburra	Suburra	0	2015	\N	130	Action,Crime,Drama	7.4	22749
tt4028464	movie	The Innocents	De uskyldige	0	2021	\N	117	Drama,Fantasy,Horror	7.0	28559
tt4034228	movie	Manchester by the Sea	Manchester by the Sea	0	2016	\N	137	Drama	7.8	341064
tt4034354	movie	Swiss Army Man	Swiss Army Man	0	2016	\N	97	Comedy,Drama,Fantasy	6.9	138369
tt4034452	movie	Hyena Road	Hyena Road	0	2015	\N	120	Drama,War	6.5	9715
tt4042818	movie	The Death & Life of John F. Donovan	The Death & Life of John F. Donovan	0	2018	\N	123	Drama	6.1	8128
tt4044364	movie	Citizenfour	Citizenfour	0	2014	\N	114	Biography,Documentary	8.0	59349
